,tcpid,role,roleParsed,name,nameParsed,source,title,author,date,dateParsed,place,pubStmt,viafId
80104,B28362,publisher,publisher,J. Clarke,,tcp_ep,"Robin Hood's golden prize. He met two, priests upon the way, and forced them with him to pray. For gold they pray'd, and gold they had, enough to make bold Robin glad: his share came to four hundred pound that then was told upon the ground: now mark and you shall here the jest, you never heard the like exprest. Tune is, Robin Hood was a tall young man.","L. P. (Laurence Price), fl. 1625-1680?",[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674 and 1679]",
80105,B28362,publisher,publisher,J. Wright,,tcp_ep,"Robin Hood's golden prize. He met two, priests upon the way, and forced them with him to pray. For gold they pray'd, and gold they had, enough to make bold Robin glad: his share came to four hundred pound that then was told upon the ground: now mark and you shall here the jest, you never heard the like exprest. Tune is, Robin Hood was a tall young man.","L. P. (Laurence Price), fl. 1625-1680?",[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674 and 1679]",
80106,B28362,publisher,publisher,T. Vere,,tcp_ep,"Robin Hood's golden prize. He met two, priests upon the way, and forced them with him to pray. For gold they pray'd, and gold they had, enough to make bold Robin glad: his share came to four hundred pound that then was told upon the ground: now mark and you shall here the jest, you never heard the like exprest. Tune is, Robin Hood was a tall young man.","L. P. (Laurence Price), fl. 1625-1680?",[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674 and 1679]",
80107,B28910,publisher,publisher,[J. Wright,,tcp_ep,"Repentance too late: being fair Celia's complaint for the loss of her virginity. Or The wronged lover finds no cure but death. Being a pleasant new play song: as it is sung at the theater fair Coelia's kind and trusts too much her Swain, who once enjoying her returns disdain, courts other virgins and neglects her quite what love he had is turned now to spite. For which she grieves at her too quick belief and warns all virgins by her doleful grief, how to beware of man whose false surprize, had ruin'd her then lies her down and dyes. To a pleasant new play house tune called, Sad as death: or, Parthenia unto Cloe cryed.",,[between 1674 and 1679],,,"Printed for T. Coles, T. Vere, [J. Wright, and J. Clarke], London : [between 1674 and 1679]",
80108,B28910,publisher,publisher,J. Clarke],,tcp_ep,"Repentance too late: being fair Celia's complaint for the loss of her virginity. Or The wronged lover finds no cure but death. Being a pleasant new play song: as it is sung at the theater fair Coelia's kind and trusts too much her Swain, who once enjoying her returns disdain, courts other virgins and neglects her quite what love he had is turned now to spite. For which she grieves at her too quick belief and warns all virgins by her doleful grief, how to beware of man whose false surprize, had ruin'd her then lies her down and dyes. To a pleasant new play house tune called, Sad as death: or, Parthenia unto Cloe cryed.",,[between 1674 and 1679],,,"Printed for T. Coles, T. Vere, [J. Wright, and J. Clarke], London : [between 1674 and 1679]",
80109,B28910,publisher,publisher,T. Coles,,tcp_ep,"Repentance too late: being fair Celia's complaint for the loss of her virginity. Or The wronged lover finds no cure but death. Being a pleasant new play song: as it is sung at the theater fair Coelia's kind and trusts too much her Swain, who once enjoying her returns disdain, courts other virgins and neglects her quite what love he had is turned now to spite. For which she grieves at her too quick belief and warns all virgins by her doleful grief, how to beware of man whose false surprize, had ruin'd her then lies her down and dyes. To a pleasant new play house tune called, Sad as death: or, Parthenia unto Cloe cryed.",,[between 1674 and 1679],,,"Printed for T. Coles, T. Vere, [J. Wright, and J. Clarke], London : [between 1674 and 1679]",
80110,B28910,publisher,publisher,T. Vere,,tcp_ep,"Repentance too late: being fair Celia's complaint for the loss of her virginity. Or The wronged lover finds no cure but death. Being a pleasant new play song: as it is sung at the theater fair Coelia's kind and trusts too much her Swain, who once enjoying her returns disdain, courts other virgins and neglects her quite what love he had is turned now to spite. For which she grieves at her too quick belief and warns all virgins by her doleful grief, how to beware of man whose false surprize, had ruin'd her then lies her down and dyes. To a pleasant new play house tune called, Sad as death: or, Parthenia unto Cloe cryed.",,[between 1674 and 1679],,,"Printed for T. Coles, T. Vere, [J. Wright, and J. Clarke], London : [between 1674 and 1679]",
80111,B28980,patron,patron,the honourable city of London,,tcp_ep,"The right of the city of London, and their proceedings touching the regulation of hackny-coaches, standing in the said city and liberties thereof",,1692/3.,,,"Printed by Samuel Roycroft, printer to the honourable city of London, [London] : 1692/3.",
80112,B28980,printer,printer,Samuel Roycroft,,tcp_ep,"The right of the city of London, and their proceedings touching the regulation of hackny-coaches, standing in the said city and liberties thereof",,1692/3.,,,"Printed by Samuel Roycroft, printer to the honourable city of London, [London] : 1692/3.",
80113,B29010,publisher,publisher,F. Coles,,tcp_ep,"Englands gentle admonition: or, A warning-piece to all sinners. From hateful pride see thou thy heart keep clear, from covetousness instruct thy brother dear; in innocent blood be sure thou have no hand, the Holy Scriptures the same doth us command. The tune is, Poor Toms progress: or, John Dory sould his ambling nag for kick-shaws. / By Thomas Robins, a well-wisher to the Church of England.","Robins, Thomas, fl. 1672-1685.",[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674 and 1679]",
80114,B29010,publisher,publisher,J. Clarke,,tcp_ep,"Englands gentle admonition: or, A warning-piece to all sinners. From hateful pride see thou thy heart keep clear, from covetousness instruct thy brother dear; in innocent blood be sure thou have no hand, the Holy Scriptures the same doth us command. The tune is, Poor Toms progress: or, John Dory sould his ambling nag for kick-shaws. / By Thomas Robins, a well-wisher to the Church of England.","Robins, Thomas, fl. 1672-1685.",[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674 and 1679]",
80115,B29010,publisher,publisher,J. Wright,,tcp_ep,"Englands gentle admonition: or, A warning-piece to all sinners. From hateful pride see thou thy heart keep clear, from covetousness instruct thy brother dear; in innocent blood be sure thou have no hand, the Holy Scriptures the same doth us command. The tune is, Poor Toms progress: or, John Dory sould his ambling nag for kick-shaws. / By Thomas Robins, a well-wisher to the Church of England.","Robins, Thomas, fl. 1672-1685.",[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674 and 1679]",
80116,B29010,publisher,publisher,T. Vere,,tcp_ep,"Englands gentle admonition: or, A warning-piece to all sinners. From hateful pride see thou thy heart keep clear, from covetousness instruct thy brother dear; in innocent blood be sure thou have no hand, the Holy Scriptures the same doth us command. The tune is, Poor Toms progress: or, John Dory sould his ambling nag for kick-shaws. / By Thomas Robins, a well-wisher to the Church of England.","Robins, Thomas, fl. 1672-1685.",[between 1674 and 1679],,,"Printed for F. Coles, T. Vere, J. Wright, and J. Clarke, [London] : [between 1674 and 1679]",
80117,B29244,publisher,publisher,F. Coles,,tcp_ep,"The sailors onely delight shewing the brave fight between the George-Aloe, the Sweep-stake, and certain Frenchmen at sea. To the tune of, The saylors joy.",,[between 1655 and 1658],,,"Printed for F. Coles, J. Wright, Tho. Vere, W. Gilbertson, [London] : [between 1655 and 1658]",
80118,B29244,publisher,publisher,J. Wright,,tcp_ep,"The sailors onely delight shewing the brave fight between the George-Aloe, the Sweep-stake, and certain Frenchmen at sea. To the tune of, The saylors joy.",,[between 1655 and 1658],,,"Printed for F. Coles, J. Wright, Tho. Vere, W. Gilbertson, [London] : [between 1655 and 1658]",
80119,B29244,publisher,publisher,Tho. Vere,,tcp_ep,"The sailors onely delight shewing the brave fight between the George-Aloe, the Sweep-stake, and certain Frenchmen at sea. To the tune of, The saylors joy.",,[between 1655 and 1658],,,"Printed for F. Coles, J. Wright, Tho. Vere, W. Gilbertson, [London] : [between 1655 and 1658]",
80120,B29244,publisher,publisher,W. Gilbertson,,tcp_ep,"The sailors onely delight shewing the brave fight between the George-Aloe, the Sweep-stake, and certain Frenchmen at sea. To the tune of, The saylors joy.",,[between 1655 and 1658],,,"Printed for F. Coles, J. Wright, Tho. Vere, W. Gilbertson, [London] : [between 1655 and 1658]",
80121,B29760,publisher,publisher,F. Cole,,tcp_ep,"The vanity of vain glory. With good advice to those who chuse immediate pleasures here, that they no longer can refuse, the thing which cost so dear. Tuue [sic], The gloryes of our birth and state.","Shirley, James, 1596-1666.",[between 1678 and 1681],,,"Printed for F. Cole, T. Vere, J. Wright, J. Clark, W. Thackery, and T. Passenger., [London] : [between 1678 and 1681]",
80122,B29760,publisher,publisher,J. Clark,,tcp_ep,"The vanity of vain glory. With good advice to those who chuse immediate pleasures here, that they no longer can refuse, the thing which cost so dear. Tuue [sic], The gloryes of our birth and state.","Shirley, James, 1596-1666.",[between 1678 and 1681],,,"Printed for F. Cole, T. Vere, J. Wright, J. Clark, W. Thackery, and T. Passenger., [London] : [between 1678 and 1681]",
80123,B29760,publisher,publisher,J. Wright,,tcp_ep,"The vanity of vain glory. With good advice to those who chuse immediate pleasures here, that they no longer can refuse, the thing which cost so dear. Tuue [sic], The gloryes of our birth and state.","Shirley, James, 1596-1666.",[between 1678 and 1681],,,"Printed for F. Cole, T. Vere, J. Wright, J. Clark, W. Thackery, and T. Passenger., [London] : [between 1678 and 1681]",
80124,B29760,publisher,publisher,T. Passenger.,,tcp_ep,"The vanity of vain glory. With good advice to those who chuse immediate pleasures here, that they no longer can refuse, the thing which cost so dear. Tuue [sic], The gloryes of our birth and state.","Shirley, James, 1596-1666.",[between 1678 and 1681],,,"Printed for F. Cole, T. Vere, J. Wright, J. Clark, W. Thackery, and T. Passenger., [London] : [between 1678 and 1681]",
80125,B29760,publisher,publisher,T. Vere,,tcp_ep,"The vanity of vain glory. With good advice to those who chuse immediate pleasures here, that they no longer can refuse, the thing which cost so dear. Tuue [sic], The gloryes of our birth and state.","Shirley, James, 1596-1666.",[between 1678 and 1681],,,"Printed for F. Cole, T. Vere, J. Wright, J. Clark, W. Thackery, and T. Passenger., [London] : [between 1678 and 1681]",
80126,B29760,publisher,publisher,W. Thackery,,tcp_ep,"The vanity of vain glory. With good advice to those who chuse immediate pleasures here, that they no longer can refuse, the thing which cost so dear. Tuue [sic], The gloryes of our birth and state.","Shirley, James, 1596-1666.",[between 1678 and 1681],,,"Printed for F. Cole, T. Vere, J. Wright, J. Clark, W. Thackery, and T. Passenger., [London] : [between 1678 and 1681]",
80127,B31385,bookseller,bookseller,Charles Barnet,,tcp_ep,The Vergins advice to the maids of London to the tune of Oh! that I were but young for you.,,[between 1680 and 1695],,,"Printed and sold by Charles Barnet, [London] : [between 1680 and 1695]",
80128,B31385,printer,printer,Charles Barnet,,tcp_ep,The Vergins advice to the maids of London to the tune of Oh! that I were but young for you.,,[between 1680 and 1695],,,"Printed and sold by Charles Barnet, [London] : [between 1680 and 1695]",
80129,B33867,bookseller,bookseller,A. Moore,,tcp_ep,"Fanatick moderation, exemplified in Bishop Hall's Hard measure, as it was written by himself. To which is annex'd, a specimen of the unparralell'd behaviour of the sectaries, towards some others of that sacred order. As likewise, a general bill of mortality of the clergy of the City of London, who were defunct, by reason of the contagious breath of the pretended reformers of that city, from the year 1641, to the year 1647.","Hall, Joseph, 1574-1656.",[168-?],,St. Paul's Church-Yard.,"Printed and sold by A. Moore, near St. Paul's Church-Yard., London, : [168-?]",
